epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,20478.6,0.85316,0.42958,0.83721,0.93431,0.83793,0.88709,0.59375,0.90272,0.43657,0.85668,0.000953,0.000953,0.000953
14,22091.4,0.83178,0.4196,0.83746,0.92116,0.84014,0.88631,0.57999,0.90767,0.42368,0.86134,0.00092825,0.00092825,0.00092825
15,23801.4,0.8481,0.42245,0.83825,0.92006,0.86763,0.89808,0.61132,0.84424,0.40286,0.84464,0.0009035,0.0009035,0.0009035
16,25301.9,0.81805,0.40986,0.83392,0.93338,0.86481,0.89287,0.60699,0.86006,0.39838,0.84817,0.00087875,0.00087875,0.00087875
17,26761.6,0.81805,0.40316,0.83069,0.87326,0.86723,0.88486,0.60678,0.86924,0.40139,0.85308,0.000854,0.000854,0.000854
18,28352.8,0.79149,0.39136,0.83313,0.93604,0.846,0.89055,0.60696,0.83277,0.40058,0.84179,0.00082925,0.00082925,0.00082925
19,30033.4,0.78699,0.38772,0.83494,0.89383,0.87205,0.90194,0.61676,0.84311,0.38382,0.84673,0.0008045,0.0008045,0.0008045
20,31465.3,0.80484,0.39157,0.82917,0.9358,0.85556,0.89321,0.61034,0.83925,0.3893,0.8456,0.00077975,0.00077975,0.00077975
21,32968.4,0.77689,0.37937,0.82676,0.88855,0.88232,0.8964,0.61433,0.86775,0.39136,0.85551,0.000755,0.000755,0.000755
22,34525.6,0.80311,0.3863,0.82785,0.92178,0.87386,0.89164,0.6081,0.84288,0.39291,0.84853,0.00073025,0.00073025,0.00073025
23,36043,0.77593,0.37304,0.82499,0.92108,0.87746,0.904,0.62958,0.81697,0.37031,0.84015,0.0007055,0.0007055,0.0007055
24,37682,0.77537,0.3681,0.82407,0.93273,0.87092,0.90534,0.6266,0.8195,0.3714,0.84092,0.00068075,0.00068075,0.00068075
25,39398.3,0.76279,0.36718,0.82378,0.89101,0.87709,0.89736,0.63141,0.82692,0.37102,0.84948,0.000656,0.000656,0.000656
26,41117.8,0.77597,0.36771,0.8276,0.88758,0.8837,0.89549,0.62436,0.86143,0.37763,0.84747,0.00063125,0.00063125,0.00063125
27,42823.3,0.73536,0.34878,0.82219,0.8827,0.86656,0.89318,0.6256,0.81576,0.36557,0.84392,0.0006065,0.0006065,0.0006065
28,44511,0.74722,0.35653,0.82585,0.91633,0.87166,0.89538,0.60933,0.83205,0.3739,0.84713,0.00058175,0.00058175,0.00058175
29,46088.9,0.74042,0.35676,0.82154,0.90159,0.86926,0.89629,0.6238,0.85863,0.37187,0.85011,0.000557,0.000557,0.000557
30,47830.4,0.76831,0.36179,0.82343,0.90809,0.84247,0.88087,0.61792,0.82375,0.36557,0.84401,0.00053225,0.00053225,0.00053225
31,49571.1,0.76095,0.35449,0.8213,0.89286,0.86145,0.89218,0.62212,0.83104,0.36296,0.84424,0.0005075,0.0005075,0.0005075
32,51160.3,0.73848,0.34417,0.82322,0.90815,0.89321,0.9088,0.63593,0.83132,0.36324,0.84688,0.00048275,0.00048275,0.00048275
33,52729.7,0.74241,0.34669,0.82095,0.88426,0.87544,0.8926,0.6246,0.82116,0.36071,0.84292,0.000458,0.000458,0.000458
34,54414.5,0.73754,0.3461,0.82027,0.93593,0.8659,0.90631,0.62916,0.80882,0.35564,0.84132,0.00043325,0.00043325,0.00043325
35,56070.8,0.71416,0.3364,0.81705,0.90592,0.89009,0.90326,0.62922,0.81605,0.35788,0.84128,0.0004085,0.0004085,0.0004085
36,57723.9,0.71024,0.33737,0.81616,0.92561,0.8809,0.90266,0.63704,0.81207,0.3523,0.84103,0.00038375,0.00038375,0.00038375
37,59195.8,0.70165,0.33421,0.81654,0.92459,0.829,0.87794,0.62261,0.81271,0.35968,0.84143,0.000359,0.000359,0.000359
38,60739.8,0.69687,0.32874,0.81292,0.89835,0.87983,0.90457,0.62498,0.80844,0.35155,0.8396,0.00033425,0.00033425,0.00033425
39,62330.4,0.69249,0.32486,0.81279,0.93276,0.87396,0.91165,0.64425,0.82244,0.35396,0.8445,0.0003095,0.0003095,0.0003095
40,63940.3,0.68523,0.32102,0.81145,0.93055,0.86805,0.89895,0.6279,0.79593,0.35052,0.83554,0.00028475,0.00028475,0.00028475
41,65554.5,0.68047,0.32039,0.81531,0.89597,0.88699,0.8961,0.6258,0.81862,0.35544,0.84424,0.00026,0.00026,0.00026
42,67089.5,0.67374,0.31312,0.81726,0.92637,0.85753,0.88408,0.62041,0.81418,0.35457,0.84207,0.00023525,0.00023525,0.00023525
43,68561.4,0.67251,0.31692,0.81383,0.87762,0.85878,0.86176,0.60939,0.82619,0.35862,0.84283,0.0002105,0.0002105,0.0002105
44,70342.9,0.67611,0.31337,0.81384,0.92943,0.88418,0.90641,0.63199,0.82224,0.34793,0.84243,0.00018575,0.00018575,0.00018575
45,72147,0.66852,0.30408,0.81808,0.93628,0.88563,0.90241,0.62337,0.8395,0.35153,0.84888,0.000161,0.000161,0.000161
46,73784.3,0.65836,0.29985,0.81312,0.93508,0.85504,0.89615,0.62557,0.81063,0.34197,0.84195,0.00013625,0.00013625,0.00013625
47,75246.9,0.6446,0.29347,0.80963,0.93039,0.86194,0.90072,0.63388,0.80755,0.33548,0.84105,0.0001115,0.0001115,0.0001115
48,76817.6,0.64567,0.29091,0.80995,0.88828,0.88898,0.90454,0.63181,0.80925,0.33545,0.8438,8.675e-05,8.675e-05,8.675e-05
49,78467.9,0.63141,0.28512,0.8098,0.89265,0.88321,0.89531,0.62805,0.80087,0.32943,0.84182,6.2e-05,6.2e-05,6.2e-05
50,79993.2,0.62502,0.28073,0.80849,0.92683,0.87592,0.91059,0.64214,0.79816,0.32777,0.84097,3.725e-05,3.725e-05,3.725e-05
