epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,5631.37,1.09838,0.53945,0.80445,0.9191,0.66809,0.74538,0.46871,1.07455,0.51796,0.79899,0.0009035,0.0009035,0.0009035
16,5993.76,1.07643,0.53702,0.80519,0.81045,0.69663,0.7387,0.43795,1.21433,0.54451,0.80695,0.00087875,0.00087875,0.00087875
17,6346.76,1.062,0.51332,0.80242,0.83447,0.70344,0.77076,0.48897,1.13542,0.50103,0.80485,0.000854,0.000854,0.000854
18,6700.17,1.06184,0.50599,0.80243,0.83437,0.72397,0.78774,0.4926,1.03749,0.48845,0.79514,0.00082925,0.00082925,0.00082925
19,7059.23,1.05154,0.49722,0.79951,0.91438,0.69804,0.76037,0.49137,1.01068,0.46821,0.79551,0.0008045,0.0008045,0.0008045
20,7426.1,1.02898,0.48597,0.79979,0.85889,0.70068,0.76924,0.49229,1.03855,0.47059,0.79741,0.00077975,0.00077975,0.00077975
21,7790.85,1.04791,0.49123,0.80001,0.88901,0.70551,0.75686,0.47947,1.04408,0.49171,0.795,0.000755,0.000755,0.000755
22,8160.91,1.02202,0.48486,0.79873,0.88397,0.72653,0.77736,0.49524,1.03631,0.47109,0.79666,0.00073025,0.00073025,0.00073025
23,8530.55,1.01147,0.47416,0.79828,0.79484,0.71997,0.77373,0.48428,1.14385,0.50932,0.80601,0.0007055,0.0007055,0.0007055
24,8875.81,1.03827,0.49237,0.79821,0.81371,0.71696,0.75869,0.46567,1.13828,0.52147,0.80354,0.00068075,0.00068075,0.00068075
25,9200.66,1.02516,0.48083,0.80125,0.84711,0.74676,0.79313,0.50994,1.04553,0.46162,0.79921,0.000656,0.000656,0.000656
26,9607.74,1.01458,0.47338,0.79907,0.9183,0.70995,0.78789,0.50539,1.06522,0.47667,0.79987,0.00063125,0.00063125,0.00063125
27,9940.23,0.98048,0.46408,0.79712,0.89687,0.74643,0.79945,0.5086,1.0712,0.47034,0.79596,0.0006065,0.0006065,0.0006065
28,10282.4,0.97152,0.45901,0.79653,0.84143,0.7215,0.77368,0.50231,1.05337,0.46633,0.79708,0.00058175,0.00058175,0.00058175
29,10627.2,0.99242,0.46451,0.79762,0.84504,0.71639,0.76928,0.48928,1.02661,0.46418,0.7942,0.000557,0.000557,0.000557
30,11005.7,0.9945,0.46422,0.79873,0.86963,0.69145,0.77269,0.49449,1.06636,0.48941,0.80094,0.00053225,0.00053225,0.00053225
31,11378,0.98162,0.45789,0.79791,0.85497,0.73454,0.77764,0.51012,1.05368,0.46518,0.79764,0.0005075,0.0005075,0.0005075
32,11753.5,0.94764,0.4408,0.79319,0.838,0.7276,0.78315,0.51576,1.02462,0.45078,0.7973,0.00048275,0.00048275,0.00048275
33,12119.2,0.9592,0.43909,0.79255,0.85542,0.7423,0.7947,0.51391,1.0567,0.45806,0.79626,0.000458,0.000458,0.000458
34,12479.1,0.95753,0.44069,0.792,0.82563,0.74312,0.78417,0.51048,1.07193,0.45552,0.80045,0.00043325,0.00043325,0.00043325
35,12820.3,0.94482,0.43191,0.79122,0.87477,0.73261,0.78134,0.51468,1.01946,0.45532,0.79415,0.0004085,0.0004085,0.0004085
36,13160.4,0.92671,0.43139,0.79271,0.92015,0.73047,0.80118,0.51439,1.06814,0.45109,0.8007,0.00038375,0.00038375,0.00038375
37,13500.2,0.9244,0.42406,0.79186,0.86195,0.73814,0.79396,0.52125,0.98536,0.43407,0.79309,0.000359,0.000359,0.000359
38,13845.9,0.91966,0.42377,0.79271,0.87072,0.73038,0.78896,0.52558,1.02167,0.44475,0.79625,0.00033425,0.00033425,0.00033425
39,14188.3,0.92326,0.41783,0.79473,0.86614,0.74431,0.78611,0.51571,1.10272,0.45187,0.80027,0.0003095,0.0003095,0.0003095
40,14530,0.94153,0.42567,0.79253,0.86412,0.75203,0.79583,0.51969,1.08047,0.45111,0.79851,0.00028475,0.00028475,0.00028475
41,14944,0.87923,0.41154,0.79224,0.90874,0.70513,0.78369,0.52949,1.00313,0.43764,0.79377,0.00026,0.00026,0.00026
42,15304.6,0.85629,0.40645,0.78948,0.90116,0.72396,0.79272,0.52732,1.01461,0.43785,0.79548,0.00023525,0.00023525,0.00023525
43,15640.3,0.85376,0.39869,0.79256,0.87976,0.72552,0.78543,0.50978,1.06849,0.44473,0.79803,0.0002105,0.0002105,0.0002105
44,16049,0.86352,0.40054,0.7919,0.83514,0.72568,0.77688,0.52337,1.03291,0.44728,0.79681,0.00018575,0.00018575,0.00018575
45,16379.6,0.85046,0.39388,0.788,0.88014,0.73127,0.78321,0.51233,1.07741,0.45323,0.79913,0.000161,0.000161,0.000161
46,16716.1,0.83562,0.38608,0.79166,0.87384,0.73127,0.79303,0.52948,1.01992,0.43228,0.79607,0.00013625,0.00013625,0.00013625
47,17096.8,0.83547,0.38848,0.78788,0.85112,0.74012,0.78961,0.53803,0.94471,0.41339,0.78985,0.0001115,0.0001115,0.0001115
48,17486.2,0.83084,0.37896,0.78664,0.84553,0.73493,0.78607,0.52912,0.99827,0.41915,0.79439,8.675e-05,8.675e-05,8.675e-05
49,17823.6,0.83309,0.3799,0.79048,0.83919,0.756,0.79316,0.53545,0.98055,0.4165,0.79326,6.2e-05,6.2e-05,6.2e-05
50,18262.3,0.80885,0.37186,0.78854,0.84087,0.74982,0.79175,0.54423,0.95717,0.41413,0.79172,3.725e-05,3.725e-05,3.725e-05
